iter	Passed	Remaining
1730	2806	6920
1731	2807	6919
1732	2809	6918
1733	2811	6917
1734	2813	6915
1735	2814	6913
1736	2816	6911
1737	2817	6910
1738	2819	6908
1739	2820	6906
1740	2822	6904
1741	2824	6903
1742	2825	6901
1743	2827	6899
1744	2828	6898
1745	2830	6896
1746	2832	6895
1747	2833	6893
1748	2835	6891
1749	2836	6889
1750	2838	6887
1751	2839	6885
1752	2841	6883
1753	2842	6881
1754	2844	6880
1755	2845	6877
1756	2846	6874
1757	2848	6872
1758	2849	6870
1759	2851	6869
1760	2852	6867
1761	2854	6866
1762	2856	6864
1763	2857	6862
1764	2859	6861
1765	2860	6859
1766	2862	6857
1767	2864	6855
1768	2865	6853
1769	2867	6852
1770	2868	6850
1771	2870	6848
1772	2871	6846
1773	2873	6845
1774	2875	6843
1775	2877	6842
1776	2878	6841
1777	2880	6839
1778	2882	6838
1779	2883	6836
1780	2885	6835
1781	2887	6833
1782	2888	6831
1783	2890	6829
1784	2891	6828
1785	2893	6825
1786	2894	6823
1787	2895	6821
1788	2897	6820
1789	2899	6818
1790	2900	6817
1791	2902	6815
1792	2904	6813
1793	2905	6812
1794	2907	6810
1795	2908	6808
1796	2910	6806
1797	2911	6805
1798	2913	6804
1799	2915	6802
1800	2916	6800
1801	2918	6799
1802	2920	6797
1803	2921	6795
1804	2923	6794
1805	2924	6792
1806	2926	6790
1807	2928	6789
1808	2930	6788
1809	2931	6786
1810	2932	6784
1811	2934	6782
1812	2935	6780
1813	2937	6778
1814	2938	6776
1815	2940	6774
1816	2941	6772
1817	2943	6770
1818	2945	6769
1819	2947	6768
1820	2948	6766
1821	2949	6764
1822	2951	6762
1823	2952	6760
1824	2954	6757
1825	2955	6756
1826	2957	6754
1827	2958	6752
1828	2960	6750
1829	2961	6749
1830	2963	6747
1831	2964	6745
1832	2966	6743
1833	2967	6741
1834	2969	6739
1835	2970	6737
1836	2972	6735
1837	2974	6734
1838	2976	6733
1839	2977	6732
1840	2979	6730
1841	2980	6728
1842	2982	6726
1843	2983	6724
1844	2985	6722
1845	2986	6721
1846	2988	6719
1847	2990	6718
1848	2991	6716
1849	2993	6714
1850	2994	6712
1851	2996	6711
1852	2998	6709
1853	2999	6708
1854	3001	6707
1855	3003	6705
1856	3006	6707
1857	3008	6705
1858	3009	6703
1859	3010	6701
1860	3012	6700
1861	3014	6698
1862	3015	6696
1863	3017	6694
1864	3018	6693
1865	3020	6691
1866	3021	6689
1867	3023	6687
1868	3024	6685
1869	3026	6683
1870	3027	6681
1871	3029	6679
1872	3030	6677
1873	3032	6675
1874	3033	6674
1875	3035	6672
1876	3036	6670
1877	3038	6668
1878	3039	6666
1879	3041	6664
1880	3042	6662
1881	3044	6660
1882	3045	6659
1883	3047	6657
1884	3048	6655
1885	3050	6654
1886	3051	6652
1887	3053	6650
1888	3054	6648
1889	3056	6646
1890	3057	6644
1891	3059	6642
1892	3060	6640
1893	3062	6639
1894	3064	6637
1895	3065	6636
1896	3067	6634
1897	3068	6632
1898	3070	6630
1899	3071	6628
1900	3073	6626
1901	3074	6624
1902	3076	6622
1903	3077	6620
1904	3079	6619
1905	3080	6617
1906	3082	6616
1907	3084	6614
1908	3085	6612
1909	3087	6610
1910	3088	6608
1911	3090	6606
1912	3091	6605
1913	3093	6603
1914	3095	6602
1915	3096	6601
1916	3098	6599
1917	3099	6597
1918	3101	6595
1919	3102	6593
1920	3104	6591
1921	3105	6589
1922	3106	6587
1923	3108	6585
1924	3110	6584
1925	3111	6582
1926	3113	6580
1927	3114	6578
1928	3116	6576
1929	3117	6574
1930	3118	6572
1931	3120	6570
1932	3121	6568
1933	3123	6567
1934	3125	6566
1935	3126	6564
1936	3128	6562
1937	3129	6560
1938	3131	6558
1939	3132	6556
1940	3134	6554
1941	3135	6552
1942	3137	6550
1943	3138	6548
1944	3140	6546
1945	3141	6544
1946	3143	6542
1947	3144	6540
1948	3145	6538
1949	3147	6536
1950	3148	6534
1951	3150	6532
1952	3151	6530
1953	3153	6529
1954	3154	6527
1955	3156	6526
1956	3158	6524
1957	3159	6522
1958	3161	6520
1959	3162	6518
1960	3164	6516
1961	3165	6514
1962	3166	6512
1963	3168	6511
1964	3170	6509
1965	3171	6507
1966	3173	6506
1967	3174	6504
1968	3176	6502
1969	3178	6501
1970	3179	6499
1971	3181	6497
1972	3182	6496
1973	3184	6495
1974	3186	6493
1975	3187	6491
1976	3189	6489
1977	3190	6487
1978	3192	6485
1979	3193	6484
1980	3195	6482
1981	3196	6480
1982	3198	6478
1983	3199	6476
1984	3201	6475
1985	3202	6473
1986	3204	6471
1987	3205	6469
1988	3207	6467
1989	3208	6465
1990	3210	6463
1991	3211	6462
1992	3213	6460
1993	3214	6458
1994	3216	6456
1995	3218	6455
1996	3219	6453
1997	3220	6451
1998	3222	6449
1999	3223	6447
2000	3225	6445
2001	3226	6443
2002	3228	6441
2003	3229	6440
2004	3231	6438
2005	3232	6436
2006	3234	6435
2007	3236	6433
2008	3237	6431
2009	3238	6429
2010	3240	6427
2011	3242	6426
2012	3243	6424
2013	3245	6422
2014	3246	6421
2015	3248	6419
2016	3249	6417
2017	3251	6415
2018	3252	6414
2019	3254	6412
2020	3255	6410
2021	3257	6408
2022	3258	6406
2023	3260	6405
2024	3262	6403
2025	3263	6401
2026	3265	6399
2027	3266	6397
2028	3267	6395
2029	3269	6393
2030	3270	6391
2031	3272	6389
2032	3273	6387
2033	3290	6415
2034	3291	6413
2035	3293	6412
2036	3294	6410
2037	3296	6408
2038	3297	6406
2039	3299	6404
2040	3300	6402
2041	3302	6400
2042	3304	6399
2043	3305	6397
2044	3307	6395
2045	3308	6394
2046	3310	6392
2047	3311	6390
2048	3313	6389
2049	3315	6387
2050	3316	6385
2051	3318	6383
2052	3319	6382
2053	3321	6380
2054	3322	6378
2055	3324	6377
2056	3325	6375
2057	3327	6373
2058	3328	6371
2059	3330	6369
2060	3331	6367
2061	3333	6366
2062	3335	6364
2063	3336	6362
2064	3338	6360
2065	3339	6358
2066	3340	6356
2067	3342	6354
2068	3343	6352
2069	3345	6350
2070	3346	6349
2071	3348	6347
2072	3349	6346
2073	3351	6344
2074	3353	6342
2075	3354	6340
2076	3356	6338
2077	3357	6337
2078	3359	6335
2079	3360	6333
2080	3362	6331
2081	3363	6329
2082	3365	6328
2083	3367	6327
2084	3368	6325
2085	3370	6323
2086	3371	6321
2087	3372	6319
2088	3374	6317
2089	3375	6315
2090	3377	6313
2091	3378	6311
2092	3380	6311
2093	3382	6309
2094	3384	6308
2095	3386	6306
2096	3388	6305
2097	3389	6304
2098	3391	6302
2099	3393	6301
2100	3394	6299
2101	3396	6299
2102	3398	6298
2103	3400	6297
2104	3402	6295
2105	3404	6294
2106	3405	6292
2107	3407	6290
2108	3408	6288
2109	3410	6287
2110	3411	6285
2111	3413	6283
2112	3414	6281
2113	3416	6280
2114	3417	6278
2115	3419	6276
2116	3420	6274
2117	3422	6272
2118	3424	6271
2119	3425	6269
2120	3426	6267
2121	3428	6265
2122	3429	6263
2123	3431	6261
2124	3432	6259
2125	3434	6258
2126	3435	6256
2127	3437	6254
2128	3438	6252
2129	3440	6250
2130	3441	6249
2131	3443	6247
2132	3445	6245
2133	3446	6243
2134	3447	6241
2135	3449	6240
2136	3451	6238
2137	3452	6236
2138	3454	6235
2139	3455	6233
2140	3457	6231
2141	3458	6229
2142	3460	6227
2143	3461	6225
2144	3463	6223
2145	3464	6221
2146	3465	6219
2147	3467	6217
2148	3468	6215
2149	3470	6214
2150	3472	6213
2151	3473	6211
2152	3475	6209
2153	3476	6207
2154	3478	6205
2155	3479	6204
2156	3481	6202
2157	3482	6200
2158	3484	6198
2159	3485	6196
2160	3487	6195
2161	3488	6193
2162	3490	6191
2163	3491	6189
2164	3493	6187
2165	3494	6185
2166	3496	6184
2167	3497	6182
2168	3499	6180
2169	3501	6179
2170	3502	6178
2171	3504	6176
2172	3506	6174
2173	3507	6172
2174	3509	6171
2175	3510	6169
2176	3512	6167
2177	3513	6166
2178	3515	6164
2179	3517	6163
2180	3518	6161
2181	3520	6159
2182	3521	6157
2183	3523	6156
2184	3524	6154
2185	3526	6152
2186	3527	6150
2187	3529	6148
2188	3530	6147
2189	3532	6145
2190	3534	6144
2191	3535	6142
2192	3537	6140
2193	3538	6139
2194	3540	6137
2195	3542	6136
2196	3543	6134
2197	3545	6132
2198	3547	6131
2199	3548	6130
2200	3550	6128
2201	3552	6126
2202	3553	6125
2203	3555	6123
2204	3557	6122
2205	3558	6120
2206	3560	6119
2207	3562	6117
2208	3563	6116
2209	3565	6114
2210	3567	6112
2211	3568	6111
2212	3570	6110
2213	3571	6108
2214	3573	6106
2215	3575	6104
2216	3576	6103
2217	3578	6102
2218	3580	6100
2219	3581	6098
2220	3583	6097
2221	3585	6096
2222	3587	6094
2223	3588	6093
2224	3590	6091
2225	3592	6090
2226	3593	6088
2227	3595	6086
2228	3596	6085
2229	3598	6083
2230	3600	6082
2231	3601	6080
2232	3603	6078
2233	3605	6077
2234	3606	6075
2235	3608	6073
2236	3609	6072
2237	3611	6070
2238	3613	6069
2239	3614	6067
2240	3616	6066
2241	3618	6065
2242	3620	6064
2243	3622	6062
2244	3623	6061
2245	3625	6059
2246	3626	6057
2247	3628	6056
2248	3630	6054
2249	3631	6052
2250	3633	6051
2251	3635	6049
2252	3636	6048
2253	3638	6047
2254	3640	6045
2255	3641	6043
2256	3643	6042
2257	3644	6040
2258	3646	6039
2259	3648	6037
2260	3650	6037
2261	3652	6035
2262	3654	6034
2263	3655	6032
2264	3657	6030
2265	3658	6028
2266	3660	6027
2267	3661	6025
2268	3663	6024
2269	3665	6022
2270	3666	6021
2271	3668	6019
2272	3669	6017
2273	3671	6015
2274	3672	6013
2275	3674	6011
2276	3675	6010
2277	3677	6008
2278	3678	6006
2279	3680	6004
2280	3681	6002
2281	3683	6000
2282	3684	5998
2283	3685	5996
2284	3687	5995
2285	3688	5993
2286	3690	5991
2287	3691	5989
2288	3693	5988
2289	3695	5986
2290	3696	5984
2291	3698	5983
2292	3699	5981
2293	3701	5979
2294	3702	5977
2295	3704	5975
2296	3705	5973
2297	3707	5971
2298	3708	5970
2299	3710	5968
2300	3711	5966
2301	3712	5964
2302	3714	5962
2303	3715	5960
2304	3717	5958
2305	3718	5956
2306	3720	5955
2307	3721	5953
2308	3723	5951
2309	3724	5950
2310	3726	5948
2311	3728	5946
2312	3729	5945
2313	3730	5943
2314	3732	5941
2315	3733	5939
2316	3735	5937
2317	3736	5935
2318	3738	5933
2319	3739	5932
2320	3741	5930
2321	3742	5928
2322	3744	5926
2323	3745	5924
2324	3747	5923
2325	3748	5921
2326	3750	5919
2327	3751	5917
2328	3752	5915
2329	3754	5913
2330	3755	5911
2331	3757	5909
2332	3758	5907
2333	3759	5905
2334	3761	5903
2335	3762	5901
2336	3764	5899
2337	3765	5897
2338	3766	5895
2339	3768	5893
2340	3770	5892
2341	3771	5890
2342	3772	5888
2343	3774	5886
2344	3775	5884
2345	3777	5883
2346	3778	5881
2347	3779	5879
2348	3781	5877
2349	3782	5875
2350	3784	5873
2351	3785	5871
2352	3787	5869
2353	3788	5867
2354	3789	5865
2355	3791	5864
2356	3792	5862
2357	3794	5860
2358	3795	5858
2359	3796	5856
2360	3798	5854
2361	3799	5852
2362	3801	5850
2363	3802	5848
2364	3804	5846
2365	3805	5844
2366	3806	5842
2367	3808	5841
2368	3809	5839
2369	3811	5837
2370	3812	5835
2371	3813	5833
2372	3815	5831
2373	3817	5830
2374	3818	5828
2375	3819	5826
2376	3821	5824
2377	3822	5822
2378	3824	5820
2379	3825	5818
2380	3826	5816
2381	3828	5814
2382	3829	5813
2383	3831	5811
2384	3833	5810
2385	3834	5808
2386	3836	5807
2387	3838	5805
2388	3840	5804
2389	3841	5802
2390	3842	5800
2391	3844	5798
2392	3846	5797
2393	3847	5795
2394	3849	5793
2395	3850	5792
2396	3852	5790
2397	3853	5788
2398	3855	5786
2399	3856	5785
2400	3858	5783
2401	3859	5781
2402	3861	5779
2403	3862	5778
2404	3864	5776
2405	3865	5774
2406	3866	5772
2407	3868	5770
2408	3869	5768
2409	3871	5766
2410	3872	5764
2411	3874	5762
2412	3875	5761
2413	3877	5759
2414	3878	5757
2415	3880	5755
2416	3881	5754
2417	3883	5752
2418	3884	5750
2419	3885	5748
2420	3887	5746
2421	3888	5744
2422	3890	5742
2423	3891	5741
2424	3893	5739
2425	3895	5738
2426	3896	5736
2427	3897	5734
2428	3899	5732
2429	3900	5730
2430	3902	5728
2431	3903	5726
2432	3905	5725
2433	3906	5723
2434	3908	5722
2435	3909	5720
2436	3911	5718
2437	3912	5716
2438	3914	5714
2439	3915	5712
2440	3917	5711
2441	3918	5709
2442	3919	5707
2443	3921	5705
2444	3922	5703
2445	3924	5702
2446	3925	5700
2447	3927	5698
2448	3928	5696
2449	3930	5694
2450	3931	5692
2451	3933	5691
2452	3934	5689
2453	3935	5687
2454	3937	5685
2455	3938	5683
2456	3940	5682
2457	3942	5680
2458	3943	5679
2459	3945	5677
2460	3946	5675
2461	3948	5673
2462	3949	5672
2463	3951	5670
2464	3953	5668
2465	3954	5667
2466	3955	5665
2467	3957	5663
2468	3959	5661
2469	3960	5660
2470	3961	5658
2471	3963	5656
2472	3964	5654
2473	3966	5652
2474	3968	5651
2475	3969	5650
2476	3971	5648
2477	3972	5646
2478	3974	5645
2479	3975	5643
2480	3977	5641
2481	3978	5639
2482	3980	5637
2483	3981	5635
2484	3983	5634
2485	3984	5632
2486	3986	5630
2487	3987	5628
2488	3988	5626
2489	3990	5624
2490	3991	5623
2491	3993	5621
2492	3994	5619
2493	3995	5617
2494	3997	5615
2495	3998	5613
2496	4000	5611
2497	4001	5610
2498	4003	5608
2499	4004	5606
2500	4005	5604
2501	4007	5602
2502	4008	5600
2503	4009	5598
2504	4011	5596
2505	4012	5594
2506	4013	5592
2507	4015	5590
2508	4016	5589
2509	4018	5587
2510	4019	5585
2511	4021	5583
2512	4022	5581
2513	4023	5579
2514	4025	5577
2515	4026	5575
2516	4027	5573
2517	4029	5572
2518	4031	5570
2519	4032	5568
2520	4033	5566
2521	4035	5564
2522	4036	5563
2523	4038	5561
2524	4039	5559
2525	4040	5557
2526	4042	5555
2527	4043	5553
2528	4045	5552
2529	4046	5550
2530	4048	5548
2531	4049	5547
2532	4051	5545
2533	4052	5543
2534	4054	5541
2535	4055	5539
2536	4056	5537
2537	4058	5536
2538	4060	5534
2539	4061	5532
2540	4062	5530
2541	4064	5528
2542	4065	5526
2543	4066	5524
2544	4068	5522
2545	4069	5521
2546	4071	5519
2547	4072	5517
2548	4074	5516
2549	4075	5514
2550	4077	5512
2551	4078	5510
2552	4079	5508
2553	4081	5506
2554	4082	5504
2555	4084	5502
2556	4085	5501
2557	4086	5499
2558	4088	5497
2559	4089	5495
2560	4091	5494
2561	4092	5492
2562	4094	5490
2563	4095	5488
2564	4096	5486
2565	4098	5484
2566	4099	5482
2567	4100	5480
2568	4102	5478
2569	4103	5477
2570	4105	5475
2571	4106	5473
2572	4108	5471
2573	4109	5469
2574	4110	5468
2575	4112	5466
2576	4113	5464
2577	4115	5462
2578	4116	5460
2579	4117	5458
2580	4119	5457
2581	4121	5455
2582	4122	5454
2583	4124	5452
2584	4126	5450
2585	4127	5449
2586	4129	5447
2587	4130	5445
2588	4132	5443
2589	4133	5442
2590	4135	5441
2591	4137	5439
2592	4138	5437
2593	4140	5436
2594	4141	5434
2595	4143	5432
2596	4144	5430
2597	4145	5428
2598	4147	5427
2599	4148	5425
2600	4150	5423
2601	4152	5422
2602	4153	5420
2603	4154	5418
2604	4156	5417
2605	4157	5415
2606	4159	5413
2607	4160	5411
2608	4162	5409
2609	4163	5408
2610	4165	5406
2611	4166	5404
2612	4168	5403
2613	4170	5401
2614	4171	5400
2615	4173	5398
2616	4174	5396
2617	4175	5394
2618	4177	5392
2619	4178	5391
2620	4180	5389
2621	4181	5387
2622	4183	5385
2623	4184	5384
2624	4186	5382
2625	4187	5380
2626	4189	5378
2627	4190	5376
2628	4191	5375
2629	4193	5373
2630	4195	5372
2631	4196	5370
2632	4198	5368
2633	4199	5366
2634	4201	5365
2635	4202	5363
2636	4203	5361
2637	4205	5359
2638	4206	5357
2639	4208	5356
2640	4210	5354
2641	4211	5352
2642	4213	5351
2643	4214	5349
2644	4216	5347
2645	4217	5346
2646	4219	5344
2647	4220	5342
2648	4222	5341
2649	4223	5339
2650	4225	5337
2651	4227	5336
2652	4228	5334
2653	4229	5332
2654	4231	5331
2655	4232	5329
2656	4234	5327
2657	4235	5325
2658	4237	5323
2659	4238	5322
2660	4240	5320
2661	4241	5318
2662	4243	5316
2663	4244	5315
2664	4245	5313
2665	4247	5311
2666	4248	5309
2667	4250	5307
2668	4251	5305
2669	4252	5304
2670	4254	5302
2671	4256	5301
2672	4257	5299
2673	4259	5297
2674	4260	5296
2675	4262	5294
2676	4263	5292
2677	4265	5291
2678	4266	5289
2679	4268	5287
2680	4269	5286
2681	4271	5284
2682	4272	5282
2683	4274	5281
2684	4276	5279
2685	4277	5277
2686	4279	5276
2687	4280	5274
2688	4282	5272
2689	4283	5270
2690	4285	5269
2691	4287	5268
2692	4288	5266
2693	4289	5264
2694	4291	5262
2695	4292	5260
2696	4293	5258
2697	4295	5256
2698	4296	5254
2699	4297	5253
2700	4299	5251
2701	4300	5249
2702	4302	5247
2703	4303	5245
2704	4305	5244
2705	4306	5242
2706	4307	5240
2707	4309	5238
2708	4310	5236
2709	4312	5235
2710	4313	5233
2711	4315	5232
2712	4317	5230
2713	4318	5228
2714	4319	5226
2715	4321	5224
2716	4322	5222
2717	4323	5221
2718	4325	5219
2719	4326	5217
2720	4327	5215
2721	4329	5213
2722	4331	5212
2723	4333	5211
2724	4334	5209
2725	4336	5208
2726	4338	5206
2727	4340	5205
2728	4341	5204
2729	4343	5202
2730	4345	5201
2731	4347	5200
2732	4349	5199
2733	4351	5198
2734	4353	5196
2735	4354	5195
2736	4356	5193
2737	4357	5191
2738	4359	5189
2739	4360	5188
2740	4362	5186
2741	4363	5184
2742	4365	5183
2743	4366	5181
2744	4368	5179
2745	4369	5178
2746	4371	5176
2747	4372	5174
2748	4374	5173
2749	4375	5171
2750	4377	5169
2751	4378	5167
2752	4379	5165
2753	4381	5164
2754	4382	5162
2755	4384	5160
2756	4385	5158
2757	4386	5156
2758	4388	5154
2759	4389	5153
2760	4391	5151
2761	4393	5150
2762	4394	5148
2763	4395	5146
2764	4397	5144
2765	4398	5142
2766	4399	5140
2767	4401	5139
2768	4402	5137
2769	4404	5135
2770	4405	5133
2771	4407	5132
2772	4408	5130
2773	4409	5128
2774	4411	5126
2775	4412	5124
2776	4414	5122
2777	4415	5121
2778	4416	5119
2779	4418	5117
2780	4419	5115
2781	4421	5114
2782	4422	5112
2783	4424	5110
2784	4425	5108
2785	4426	5107
2786	4428	5105
2787	4429	5103
2788	4430	5101
2789	4432	5099
2790	4433	5097
2791	4435	5096
2792	4437	5094
2793	4438	5093
2794	4440	5091
2795	4441	5089
2796	4443	5088
2797	4444	5086
2798	4446	5085
2799	4448	5083
2800	4449	5082
2801	4451	5080
2802	4452	5078
2803	4454	5077
2804	4455	5075
2805	4457	5073
2806	4458	5071
2807	4459	5069
2808	4461	5068
2809	4462	5066
2810	4464	5064
2811	4465	5063
2812	4467	5061
2813	4469	5060
2814	4470	5058
2815	4472	5057
2816	4474	5055
2817	4475	5053
2818	4477	5052
2819	4478	5050
2820	4480	5048
2821	4481	5047
2822	4483	5045
2823	4484	5043
2824	4486	5041
2825	4487	5039
2826	4488	5038
2827	4490	5036
2828	4491	5034
2829	4493	5033
2830	4494	5031
2831	4496	5030
2832	4498	5028
2833	4499	5027
2834	4501	5025
2835	4503	5023
2836	4504	5022
2837	4506	5020
2838	4507	5018
2839	4508	5017
2840	4510	5015
2841	4512	5013
2842	4513	5012
2843	4515	5010
2844	4516	5008
2845	4518	5007
2846	4519	5005
2847	4521	5003
2848	4522	5002
2849	4524	5000
2850	4525	4998
2851	4527	4997
2852	4528	4995
2853	4530	4993
2854	4531	4992
2855	4533	4990
2856	4534	4988
2857	4536	4986
2858	4537	4985
2859	4538	4983
2860	4540	4981
2861	4542	4980
2862	4543	4978
2863	4545	4976
2864	4546	4975
2865	4547	4973
2866	4549	4971
2867	4550	4969
2868	4552	4967
2869	4553	4966
2870	4555	4964
2871	4556	4962
2872	4558	4961
2873	4559	4959
2874	4561	4957
2875	4562	4955
2876	4563	4954
2877	4565	4952
2878	4566	4950
2879	4568	4948
2880	4569	4947
2881	4571	4945
2882	4573	4944
2883	4574	4942
2884	4576	4941
2885	4577	4939
2886	4579	4938
2887	4581	4936
2888	4582	4935
2889	4584	4933
2890	4586	4932
2891	4588	4930
2892	4589	4929
2893	4591	4927
2894	4593	4926
2895	4594	4924
2896	4596	4923
2897	4597	4921
2898	4599	4919
2899	4600	4918
2900	4602	4916
2901	4603	4914
2902	4605	4913
2903	4606	4911
2904	4608	4909
2905	4609	4907
2906	4610	4905
2907	4612	4904
2908	4613	4902
2909	4615	4900
2910	4616	4899
2911	4618	4897
2912	4619	4895
2913	4621	4893
2914	4622	4892
2915	4623	4890
2916	4625	4888
2917	4626	4886
2918	4627	4884
2919	4629	4883
2920	4630	4881
2921	4648	4896
2922	4649	4894
2923	4651	4893
2924	4652	4891
2925	4654	4889
2926	4655	4887
2927	4657	4886
2928	4658	4884
2929	4660	4882
2930	4661	4881
2931	4663	4879
2932	4665	4878
2933	4666	4876
2934	4668	4875
2935	4669	4873
2936	4671	4871
2937	4673	4870
2938	4674	4868
2939	4675	4866
2940	4677	4865
2941	4679	4863
2942	4680	4862
2943	4682	4860
2944	4683	4858
2945	4685	4856
2946	4686	4855
2947	4688	4853
2948	4689	4851
2949	4691	4850
2950	4692	4848
2951	4694	4846
2952	4695	4845
2953	4697	4843
2954	4698	4841
2955	4700	4840
2956	4701	4838
2957	4702	4836
2958	4704	4834
2959	4705	4833
2960	4707	4831
2961	4708	4829
2962	4710	4828
2963	4711	4826
2964	4713	4824
2965	4714	4823
2966	4716	4821
2967	4717	4819
2968	4719	4817
2969	4720	4816
2970	4722	4814
2971	4724	4813
2972	4725	4811
2973	4726	4809
2974	4728	4807
2975	4729	4805
2976	4731	4804
2977	4732	4802
2978	4734	4801
2979	4735	4799
2980	4737	4798
2981	4739	4796
2982	4740	4794
2983	4742	4793
2984	4744	4791
2985	4745	4790
2986	4747	4788
2987	4749	4787
2988	4750	4785
2989	4752	4784
2990	4754	4782
2991	4755	4781
2992	4757	4780
2993	4759	4778
2994	4761	4777
2995	4762	4775
2996	4764	4774
2997	4766	4772
2998	4768	4771
2999	4770	4770
3000	4771	4768
3001	4773	4767
3002	4775	4765
3003	4776	4764
3004	4778	4762
3005	4780	4761
3006	4781	4759
3007	4783	4758
3008	4785	4757
3009	4787	4755
3010	4788	4753
3011	4790	4751
3012	4791	4750
3013	4792	4748
3014	4794	4746
3015	4795	4745
3016	4797	4743
3017	4799	4742
3018	4800	4740
3019	4802	4738
3020	4804	4737
3021	4805	4735
3022	4807	4733
3023	4808	4732
3024	4810	4730
3025	4811	4728
3026	4813	4727
3027	4814	4725
3028	4816	4723
3029	4817	4722
3030	4819	4720
3031	4821	4719
3032	4822	4717
3033	4824	4716
3034	4825	4714
3035	4827	4712
3036	4829	4711
3037	4830	4710
3038	4832	4708
3039	4833	4706
3040	4835	4704
3041	4836	4703
3042	4838	4701
3043	4839	4700
3044	4841	4698
3045	4843	4696
3046	4844	4695
3047	4846	4693
3048	4847	4692
3049	4849	4690
3050	4850	4688
3051	4852	4686
3052	4853	4685
3053	4855	4683
3054	4856	4681
3055	4858	4679
3056	4859	4678
3057	4861	4676
3058	4863	4675
3059	4864	4673
3060	4866	4672
3061	4867	4670
3062	4869	4668
3063	4870	4667
3064	4872	4665
3065	4874	4664
3066	4875	4662
3067	4877	4661
3068	4878	4659
3069	4880	4657
3070	4881	4656
3071	4883	4654
3072	4885	4653
3073	4886	4651
3074	4888	4649
3075	4889	4647
3076	4891	4646
3077	4893	4645
3078	4894	4643
3079	4896	4641
3080	4897	4640
3081	4899	4638
3082	4900	4637
3083	4902	4635
3084	4903	4633
3085	4905	4632
3086	4907	4630
3087	4908	4628
3088	4909	4626
3089	4911	4625
3090	4912	4623
3091	4914	4621
3092	4915	4620
3093	4917	4618
3094	4918	4616
3095	4920	4615
3096	4922	4613
3097	4923	4612
3098	4925	4610
3099	4926	4609
3100	4928	4607
3101	4930	4605
3102	4931	4604
3103	4933	4602
3104	4935	4601
3105	4936	4599
3106	4938	4598
3107	4939	4596
3108	4941	4594
3109	4942	4593
3110	4944	4591
3111	4945	4589
3112	4947	4588
3113	4948	4586
3114	4950	4584
3115	4952	4583
3116	4953	4581
3117	4954	4579
3118	4956	4577
3119	4957	4576
3120	4958	4574
3121	4960	4572
3122	4961	4571
3123	4963	4569
3124	4964	4567
3125	4966	4566
3126	4967	4564
3127	4969	4562
3128	4970	4560
3129	4972	4559
3130	4973	4557
3131	4975	4555
3132	4976	4554
3133	4978	4552
3134	4979	4550
3135	4981	4549
3136	4982	4547
3137	4984	4545
3138	4985	4544
3139	4987	4542
3140	4988	4540
3141	4989	4538
3142	4991	4537
3143	4992	4535
3144	4994	4533
3145	4995	4532
3146	4997	4530
3147	4999	4528
3148	5000	4527
3149	5002	4525
3150	5003	4523
3151	5004	4522
3152	5006	4520
3153	5007	4518
3154	5009	4516
3155	5010	4515
3156	5012	4513
3157	5013	4512
3158	5015	4510
3159	5016	4508
3160	5018	4507
3161	5020	4505
3162	5021	4503
3163	5023	4502
3164	5024	4500
3165	5026	4499
3166	5027	4497
3167	5029	4495
3168	5030	4494
3169	5032	4492
3170	5034	4491
3171	5035	4489
3172	5036	4487
3173	5038	4485
3174	5039	4484
3175	5041	4482
3176	5042	4481
3177	5044	4479
3178	5045	4477
3179	5047	4475
3180	5048	4474
3181	5050	4472
3182	5051	4470
3183	5053	4469
3184	5054	4467
3185	5056	4465
3186	5057	4464
3187	5059	4462
3188	5060	4460
3189	5062	4459
3190	5063	4457
3191	5065	4455
3192	5066	4453
3193	5067	4452
3194	5069	4450
3195	5070	4448
3196	5072	4447
3197	5073	4445
3198	5075	4443
3199	5076	4442
3200	5078	4440
3201	5079	4438
3202	5080	4436
3203	5082	4435
3204	5083	4433
3205	5085	4431
3206	5086	4429
3207	5088	4428
3208	5090	4427
3209	5091	4425
3210	5092	4423
3211	5094	4421
3212	5095	4420
3213	5097	4418
3214	5098	4416
3215	5100	4414
3216	5101	4413
3217	5103	4411
3218	5104	4410
3219	5106	4408
3220	5107	4406
3221	5109	4405
3222	5110	4403
3223	5112	4401
3224	5113	4400
3225	5115	4398
3226	5116	4396
3227	5118	4395
3228	5120	4393
3229	5121	4392
3230	5123	4390
3231	5124	4388
3232	5125	4387
3233	5127	4385
3234	5129	4383
3235	5130	4382
3236	5132	4380
3237	5133	4378
3238	5134	4377
3239	5136	4375
3240	5137	4373
3241	5139	4372
3242	5140	4370
3243	5142	4368
3244	5143	4366
3245	5144	4365
3246	5146	4363
3247	5147	4361
3248	5149	4360
3249	5150	4358
3250	5152	4356
3251	5153	4354
3252	5154	4353
3253	5156	4351
3254	5158	4349
3255	5159	4348
3256	5161	4346
3257	5162	4345
3258	5164	4343
3259	5166	4342
3260	5167	4340
3261	5168	4338
3262	5170	4336
3263	5171	4335
3264	5173	4333
3265	5174	4331
3266	5176	4330
3267	5177	4328
3268	5179	4326
3269	5180	4325
3270	5182	4323
3271	5183	4322
3272	5185	4320
3273	5186	4318
3274	5188	4316
3275	5189	4315
3276	5191	4313
3277	5192	4311
3278	5193	4310
3279	5195	4308
3280	5196	4306
3281	5198	4304
3282	5199	4303
3283	5200	4301
